recordid,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,customer_id
3816,WY,96,408,false,false,0,144,102,24.48,224.7,73,19.1,227.7,91,10.25,10,7,2.7,1,false,27183367
3817,IA,120,415,false,true,33,299.5,83,50.92,163.4,84,13.89,146.7,88,6.6,11.6,5,3.13,0,false,69312387
3818,SC,212,415,false,false,0,226,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2,true,23840648
3819,NC,72,415,false,false,0,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,false,55052872
3820,HI,155,415,true,true,26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3,1,false,16769820
3821,UT,89,415,false,false,0,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,false,29685161
3822,WY,126,408,true,false,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,false,32814030
3823,AL,172,408,false,false,0,270,102,45.9,256.6,111,21.81,168.5,104,7.58,12,5,3.24,2,true,15541444
3824,VA,75,415,false,false,0,224.7,116,38.2,192,79,16.32,212.2,98,9.55,11.3,11,3.05,3,false,54418066
3825,WI,143,510,false,false,0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,false,22187314
3826,FL,166,510,true,false,0,47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0,true,28138212
3827,KS,132,415,false,false,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13,2,3.51,1,false,59572511
3828,NV,94,408,true,false,0,89.5,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1,true,308958727
3829,NY,99,415,false,false,0,182.6,83,31.04,154.5,111,13.13,196,57,8.82,12.1,5,3.27,0,false,32280877
3830,VA,136,415,false,true,35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1,false,24543340
3831,KS,119,415,false,false,0,231.5,82,39.36,266.9,97,22.69,211,118,9.49,7.4,10,2,1,false,22183412
3832,NC,115,510,true,false,0,251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3,true,22460398
3833,MO,160,415,false,false,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13,3,3.51,2,false,55293161
3834,ND,166,510,false,false,0,197.9,89,33.64,251,113,21.34,138.3,85,6.22,11.2,2,3.02,2,false,3498698
3835,CA,120,510,false,false,0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,false,53633343
3836,WV,173,415,false,false,0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1,false,52137510
3837,IL,156,415,false,false,0,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,false,4187381
3838,NY,70,415,false,false,0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0,false,52022399
3839,NV,41,510,false,false,0,182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,false,23751746
3840,AL,132,408,false,false,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,false,25149303
3841,KS,47,510,true,false,0,47.8,120,8.13,178.9,123,15.21,152.6,96,6.87,13.3,7,3.59,0,true,57972531
3842,ND,160,510,false,false,0,121.8,97,20.71,89.3,97,7.59,150.7,92,6.78,10.3,5,2.78,1,false,32023855
3843,OK,180,415,false,false,0,143.5,121,24.4,189.3,111,16.09,174.9,82,7.87,8.8,5,2.38,3,false,69452415
3844,UT,93,415,false,false,0,164.9,68,28.03,210.4,86,17.88,229.4,104,10.32,7.8,4,2.11,2,false,28537405
3845,OH,109,415,false,false,0,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,false,59821553
3846,WY,80,510,false,false,0,101.1,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0,false,24578395
3847,NM,54,415,false,true,24,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,false,32954356
3848,AL,121,415,false,false,0,168.9,128,28.71,123.9,99,10.53,266.3,105,11.98,2.9,7,0.78,2,false,29549151
3849,DC,157,510,false,true,29,219.2,102,37.26,206,109,17.51,192.4,117,8.66,15,5,4.05,1,false,12248001
3850,ID,170,510,false,true,37,178.1,130,30.28,242.8,103,20.64,243,93,10.93,13,4,3.51,0,false,4063897
3851,AR,138,510,false,false,0,146.5,101,24.91,284.5,142,24.18,176,98,7.92,14,6,3.78,3,false,57402927
3852,ID,92,415,false,true,31,172.3,116,29.29,266.2,91,22.63,228.2,90,10.27,11.8,5,3.19,1,false,11950797
3853,TX,126,415,false,false,0,190.9,143,32.45,149.7,72,12.72,191.4,87,8.61,13,3,3.51,1,false,55514020
3854,NM,41,415,false,false,0,232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3,true,1267988
3855,WA,167,415,false,false,0,169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4,true,5573209
3856,UT,91,510,false,false,0,123.8,107,21.05,319,125,27.12,237.6,78,10.69,7.3,4,1.97,2,false,58399189
3857,RI,127,510,false,false,0,96,117,16.32,177,68,15.05,162.2,127,7.3,9.7,4,2.62,3,false,34888958
3858,NC,88,408,false,true,27,93.4,106,15.88,252,92,21.42,189,104,8.5,10.9,1,2.94,1,false,806265
3859,RI,113,415,false,false,0,90.6,130,15.4,170.6,100,14.5,137.4,74,6.18,5.4,9,1.46,1,false,55011852
3860,NY,78,510,false,false,0,152.9,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2,false,310286133
3861,TX,123,408,false,false,0,257.9,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2,false,57817454
3862,DE,136,408,true,true,29,85.2,98,14.48,230.4,85,19.58,243.6,104,10.96,9,3,2.43,2,false,34249706
3863,MS,68,415,false,true,34,160,72,27.2,184.5,119,15.68,208.3,101,9.37,6.1,10,1.65,1,false,59748897
3864,OH,132,415,false,true,10,182.9,54,31.09,292.4,68,24.85,142.3,116,6.4,11.5,4,3.11,0,false,60897576
3865,LA,133,415,false,false,0,216.2,67,36.75,222.2,133,18.89,192,95,8.64,3.1,1,0.84,2,false,15539760
3866,FL,127,415,false,false,0,261.7,105,44.49,181.8,107,15.45,100.9,131,4.54,3.3,5,0.89,0,false,64664733
3867,WA,110,415,false,false,0,241.2,105,41,174.3,85,14.82,245.3,59,11.04,8.5,4,2.3,2,false,25108028
3868,WV,121,510,false,false,0,177.2,142,30.12,123.5,88,10.5,213.2,51,9.59,8.4,6,2.27,1,false,59266585
3869,NY,116,510,false,false,0,89.5,128,15.22,180.8,137,15.37,193.1,94,8.69,14,3,3.78,2,false,29665320
3870,NE,112,415,true,true,16,200.3,72,34.05,197.8,91,16.81,151.1,92,6.8,10.4,3,2.81,1,false,57427841
3871,PA,97,510,true,false,0,145,103,24.65,294.3,93,25.02,239.8,120,10.79,11,2,2.97,4,true,23770522
3872,MS,43,510,false,false,0,159.5,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2,false,57884272
3873,IN,110,415,false,false,0,151.8,106,25.81,138,126,11.73,233.5,112,10.51,11.2,8,3.02,3,false,58670654
3874,VA,67,408,false,false,0,176.2,120,29.95,236,138,20.06,152.5,104,6.86,10.6,4,2.86,1,false,30545487
3875,MN,166,408,false,false,0,152.1,95,25.86,121,105,10.29,198,126,8.91,9.8,5,2.65,0,false,33436528
3876,DE,129,408,false,false,0,161.3,122,27.42,220.6,95,18.75,224.7,104,10.11,9.6,3,2.59,1,false,57353526
3877,OR,103,510,true,false,0,171.7,78,29.19,144.5,86,12.28,157.9,106,7.11,6.8,3,1.84,3,false,319458311
3878,UT,71,415,false,false,0,278.9,110,47.41,190.2,67,16.17,255.2,84,11.48,11.7,7,3.16,0,true,57083990
3879,CT,112,415,false,true,27,213,121,36.21,226.2,101,19.23,189.8,99,8.54,11.1,3,3,4,false,319301966
3880,AL,8,415,false,true,36,242.9,67,41.29,170.9,59,14.53,177.3,130,7.98,4.8,12,1.3,1,false,56099070
3881,TX,98,415,false,false,0,217.2,121,36.92,303.4,73,25.79,197.1,71,8.87,12.4,2,3.35,0,true,22670137
3882,CT,90,415,false,false,0,175.9,111,29.9,285.2,115,24.24,150.8,122,6.79,13,7,3.51,1,false,65115313
3883,MS,13,415,false,false,0,303.2,133,51.54,170.5,86,14.49,227.6,80,10.24,11.5,3,3.11,0,true,40912925
3884,AR,58,415,false,false,0,238.9,107,40.61,187.2,88,15.91,181.1,84,8.15,11.8,3,3.19,2,false,22529424
3885,CA,137,415,false,true,22,189.6,42,32.23,179,137,15.22,179.6,126,8.08,11.4,5,3.08,2,false,71176937
3886,MI,116,408,false,false,0,133.3,94,22.66,247.8,126,21.06,219,78,9.86,11.3,5,3.05,5,true,25758814
3887,WV,94,415,false,true,28,92.7,107,15.76,127.8,86,10.86,225.6,86,10.15,9.9,4,2.67,3,false,27997683
3888,DE,87,415,false,false,0,177.2,72,30.12,248.9,105,21.16,200.8,87,9.04,8.6,7,2.32,3,false,40612806
3889,FL,120,415,false,false,0,184.5,103,31.37,209,86,17.77,169.7,70,7.64,10.2,6,2.75,2,false,63411037
3890,AK,97,415,false,true,24,176.1,109,29.94,159.4,81,13.55,269.1,94,12.11,12.1,9,3.27,0,false,34285841
3891,ID,134,415,false,false,0,204.7,108,34.8,143.1,105,12.16,165.8,84,7.46,11,4,2.97,6,false,29344330
3892,OH,68,510,false,false,0,143.6,80,24.41,134.3,65,11.42,215.6,84,9.7,15.5,5,4.19,2,false,11804614
3893,NH,93,408,false,false,0,179.3,93,30.48,188.8,65,16.05,253.2,88,11.39,12.1,5,3.27,1,false,28840502
3894,MA,120,415,false,false,0,137.3,100,23.34,212.2,129,18.04,152.7,92,6.87,10.5,2,2.84,1,false,67228411
3895,SC,41,408,false,false,0,237.8,92,40.43,223.5,155,19,217.4,90,9.78,10.2,6,2.75,2,false,59179119
3896,OR,80,510,false,false,0,203.7,92,34.63,216.4,97,18.39,154.2,66,6.94,7.6,5,2.05,2,false,8091860
3897,OH,83,415,false,true,25,191.3,95,32.52,250.7,136,21.31,249.4,86,11.22,17.6,5,4.75,2,false,12402608
3898,NC,109,510,true,false,0,209.1,141,35.55,205,93,17.43,119.4,111,5.37,7.8,3,2.11,2,false,28125862
3899,KY,66,510,false,true,33,88.8,104,15.1,109.6,94,9.32,172.7,107,7.77,7.1,9,1.92,3,false,41440231
3900,ID,104,510,false,false,0,97.2,88,16.52,155.6,85,13.23,261.6,105,11.77,12.4,5,3.35,0,false,52366879
3901,WA,89,510,false,false,0,137.9,96,23.44,192.6,63,16.37,255.7,125,11.51,11,5,2.97,1,false,28458982
3902,WV,127,510,false,false,0,224.3,112,38.13,185.7,103,15.78,159.4,83,7.17,10,1,2.7,2,false,28740892
3903,RI,117,408,false,true,13,207.6,65,35.29,152.7,77,12.98,232.8,95,10.48,9.7,3,2.62,1,false,51673499
3904,KS,128,510,false,false,0,268.1,95,45.58,120.5,126,10.24,220.8,121,9.94,14.4,6,3.89,2,false,22983050
3905,NV,88,415,false,false,0,166.7,61,28.34,179.3,88,15.24,242.7,131,10.92,6.8,7,1.84,4,true,17331851
3906,NE,61,408,false,false,0,267.1,104,45.41,180.4,131,15.33,230.6,106,10.38,17.3,4,4.67,1,true,28860476
3907,FL,22,415,false,false,0,181.8,108,30.91,198.6,148,16.88,206.6,96,9.3,9.3,3,2.51,2,false,28686806
3908,WY,78,415,false,false,0,147.1,80,25.01,199.7,100,16.97,160.7,106,7.23,13.7,7,3.7,0,false,7745318
3909,WA,56,415,false,true,29,37.7,115,6.41,144.1,111,12.25,226.6,101,10.2,4.9,3,1.32,1,false,24253247
3910,CO,192,415,false,false,0,185,88,31.45,224.9,98,19.12,212.4,105,9.56,11.4,3,3.08,2,false,51622348
3911,WI,70,415,false,false,0,156.4,108,26.59,171,116,14.54,196.1,96,8.82,8.6,4,2.32,2,false,59158436
3912,KS,148,510,false,false,0,239.3,84,40.68,195.7,85,16.63,232.6,104,10.47,10.9,3,2.94,1,false,28457844
3913,RI,65,415,false,true,29,215.5,129,36.64,161.9,77,13.76,128.3,91,5.77,8.8,5,2.38,2,false,1980119
3914,MT,119,510,false,false,0,134.9,70,22.93,211.5,74,17.98,188.5,105,8.48,11.3,6,3.05,1,false,13172465
3915,CO,80,415,false,false,0,194.8,116,33.12,209.9,93,17.84,194.1,100,8.73,12.8,3,3.46,0,false,54938303
3916,CT,152,408,false,true,20,239.1,105,40.65,209.1,111,17.77,268.2,130,12.07,13.3,3,3.59,5,false,58745308
3917,FL,113,510,false,false,0,92.6,85,15.74,177.6,92,15.1,159.8,72,7.19,14.4,4,3.89,3,false,550764
3918,VT,75,510,false,false,0,209.4,133,35.6,211.5,121,17.98,291.2,123,13.1,7.2,4,1.94,1,false,25209222
3919,OH,80,415,false,false,0,197.6,83,33.59,164.5,86,13.98,94,98,4.23,6.4,6,1.73,1,false,38700654
3920,NH,148,408,false,false,0,17.6,121,2.99,161.7,125,13.74,203.1,82,9.14,10.6,6,2.86,1,false,51329944
3921,RI,63,415,true,false,0,62.9,112,10.69,202.9,111,17.25,259,58,11.66,8.9,8,2.4,1,false,33226036
3922,FL,97,415,false,true,28,202.3,97,34.39,69.2,84,5.88,257.6,64,11.59,6.7,3,1.81,1,false,12629085
3923,MD,166,415,false,false,0,136.1,116,23.14,181.4,93,15.42,131.4,108,5.91,11.3,4,3.05,0,false,69724003
3924,WY,94,408,false,false,0,207,109,35.19,167.4,80,14.23,238.2,117,10.72,2.6,6,0.7,1,false,24254971
3925,FL,85,408,false,true,33,207.9,95,35.34,233.5,88,19.85,221.3,92,9.96,13.5,3,3.65,1,false,12342903
3926,TN,80,415,true,false,0,276.5,122,47.01,195.6,79,16.63,210.3,78,9.46,7.2,3,1.94,1,true,29424926
3927,NC,210,415,false,true,31,313.8,87,53.35,147.7,103,12.55,192.7,97,8.67,10.1,7,2.73,3,false,33779224
3928,IN,88,415,true,true,25,288.5,114,49.05,203.4,74,17.29,228.4,117,10.28,13,5,3.51,1,false,28004299
3929,IA,100,408,false,false,0,210.9,85,35.85,329.3,69,27.99,127.1,78,5.72,9.4,5,2.54,4,false,38646295
3930,WV,154,408,false,true,35,64.9,76,11.03,184.1,91,15.65,151.6,75,6.82,14.6,1,3.94,1,false,7376312
3931,UT,32,510,false,true,26,243.5,137,41.4,236.8,108,20.13,173.3,149,7.8,9,9,2.43,1,false,25425455
3932,GA,18,408,false,false,0,197,97,33.49,203.7,107,17.31,202,105,9.09,8.7,3,2.35,3,false,33426164
3933,AK,126,415,false,true,31,278,88,47.26,253.2,65,21.52,223.2,114,10.04,8.7,4,2.35,0,false,62844766
3934,UT,144,510,false,true,37,219.9,102,37.38,222.1,77,18.88,118.5,111,5.33,10,4,2.7,1,false,51366896
3935,MS,29,510,false,false,0,313.2,103,53.24,216.3,151,18.39,218.4,106,9.83,12.8,4,3.46,2,true,33344268
3936,AR,86,408,false,true,16,145.7,88,24.77,191,129,16.24,215.5,82,9.7,11.3,7,3.05,0,false,208868
3937,AK,138,415,false,true,37,75.8,102,12.89,173.6,147,14.76,162.6,96,7.32,8.2,13,2.21,0,false,55952766
3938,AK,146,415,false,false,0,195.9,86,33.3,228.6,82,19.43,303.5,94,13.66,12.2,4,3.29,3,false,32431579
3939,ME,175,415,false,false,0,132,95,22.44,231.2,74,19.65,313.4,108,14.1,8.7,10,2.35,1,false,33995036
3940,WV,74,510,false,false,0,124,102,21.08,262.1,101,22.28,268.2,98,12.07,11.7,2,3.16,2,false,24267312
3941,CT,48,415,false,false,0,171.9,98,29.22,159,127,13.52,139.5,101,6.28,7.6,3,2.05,2,false,33769464
3942,GA,74,510,false,true,31,249.4,70,42.4,209.5,59,17.81,180.6,75,8.13,9.9,2,2.67,4,false,29742020
3943,NV,105,415,true,false,0,228.4,100,38.83,145.1,108,12.33,245.3,140,11.04,7.7,7,2.08,0,false,29734944
3944,VT,157,510,false,false,0,168.6,71,28.66,205.1,48,17.43,175.8,88,7.91,5.9,2,1.59,3,false,38339750
3945,DC,217,415,false,false,0,123.7,138,21.03,248.5,105,21.12,269.6,78,12.13,13.3,4,3.59,0,false,3648854
3946,TN,68,415,false,false,0,178.7,61,30.38,252.3,84,21.45,255.7,76,11.51,8.4,4,2.27,1,false,34923326
3947,OR,80,415,false,false,0,113.2,86,19.24,185.5,97,15.77,237.3,145,10.68,9.5,5,2.57,1,false,27307917
3948,MS,38,415,false,true,25,142.4,106,24.21,313.7,109,26.66,126.6,117,5.7,13.4,6,3.62,2,false,32152761
3949,NC,107,415,false,true,38,204.2,57,34.71,205.9,92,17.5,286.5,80,12.89,8.3,4,2.24,0,false,22986871
3950,CO,140,415,false,false,0,149.7,71,25.45,212.5,97,18.06,245.9,67,11.07,12.6,4,3.4,3,false,29412566
3951,AR,98,415,false,false,0,227.1,116,38.61,120.5,103,10.24,117,102,5.27,4.7,4,1.27,5,true,38476081
3952,PA,114,415,false,false,0,155.3,75,26.4,169.9,87,14.44,207,133,9.32,12.6,5,3.4,2,false,31514300
3953,MN,46,408,false,false,0,156.4,105,26.59,185.5,98,15.77,226.7,96,10.2,11.8,3,3.19,1,false,16436610
3954,NM,118,415,false,true,42,148.7,105,25.28,167.3,105,14.22,270.6,105,12.18,10.4,7,2.81,0,false,25214529
3955,UT,37,510,false,false,0,271.7,112,46.19,155.1,96,13.18,199.5,97,8.98,6.6,4,1.78,3,false,32357816
3956,NE,34,415,false,false,0,193.7,74,32.93,126.9,84,10.79,221.2,166,9.95,8.8,4,2.38,0,false,31921737
3957,MS,98,415,true,true,23,245.5,54,41.74,292.7,83,24.88,184,90,8.28,10.8,7,2.92,1,false,36027068
3958,NV,113,510,false,false,0,245.3,108,41.7,259.9,140,22.09,204.3,115,9.19,10.7,2,2.89,3,true,67566851
3959,OR,69,408,false,false,0,196.1,87,33.34,236.8,66,20.13,182.3,75,8.2,11.9,1,3.21,0,false,68353937
3960,VA,121,415,false,false,0,134.1,112,22.8,195.1,104,16.58,159.6,139,7.18,10.5,2,2.84,2,false,13935796
3961,NJ,59,510,true,true,31,225,78,38.25,191.3,79,16.26,226.7,79,10.2,9.1,3,2.46,1,false,52196615
3962,WV,59,510,false,false,0,189.7,100,32.25,115.9,133,9.85,220.6,115,9.93,7.4,4,2,0,false,8007247
3963,OR,190,415,false,false,0,142.9,96,24.29,177.9,96,15.12,113.3,117,5.1,6.6,4,1.78,0,false,26048231
3964,KY,109,415,false,false,0,175.6,80,29.85,238,94,20.23,198.4,103,8.93,10.2,6,2.75,1,false,69303097
3965,MO,136,415,false,false,0,92.4,109,15.71,219,115,18.62,212.6,80,9.57,12.9,4,3.48,2,false,69951002
3966,TX,86,510,false,false,0,92.8,92,15.78,159.6,87,13.57,148.7,115,6.69,8.8,5,2.38,1,false,51660769
3967,MN,100,415,false,true,27,221.7,100,37.69,236.1,70,20.07,192.7,91,8.67,8,4,2.16,0,false,38559159
3968,FL,106,510,false,false,0,159.6,94,27.13,276.8,118,23.53,223.5,65,10.06,8.8,3,2.38,0,false,25408014
3969,PA,104,415,false,false,0,144.5,107,24.57,180.5,85,15.34,226,94,10.17,17,6,4.59,2,false,27400084
3970,WV,129,415,false,false,0,159.1,100,27.05,202.5,90,17.21,233.1,96,10.49,11.5,6,3.11,2,false,38381828
3971,IN,205,510,false,false,0,49.9,123,8.48,150.7,81,12.81,188.2,67,8.47,10.1,4,2.73,2,false,23559735
3972,OK,93,415,false,true,32,116.9,120,19.87,232.4,97,19.75,127.7,112,5.75,11,9,2.97,0,false,25019787
3973,NE,123,415,false,false,0,150,98,25.5,89.8,95,7.63,326,91,14.67,11.1,3,3,3,false,37596194
3974,DE,99,415,false,false,0,254.4,120,43.25,159.3,92,13.54,264.4,94,11.9,6,5,1.62,1,false,25256678
3975,MI,61,415,false,true,33,270.7,53,46.02,200.7,116,17.06,201.7,102,9.08,10.9,3,2.94,3,false,234898
3976,IL,71,415,false,false,0,207,112,35.19,173.8,96,14.77,178.4,61,8.03,12.1,3,3.27,1,false,2718336
3977,UT,4,510,true,false,0,145.3,89,24.7,303.8,93,25.82,206.1,82,9.27,8.9,4,2.4,0,false,12661336
3978,IL,148,408,false,true,25,230.7,102,39.22,233.8,109,19.87,215.8,90,9.71,13.5,2,3.65,3,false,8136996
3979,WA,141,415,false,false,0,151.5,104,25.76,242.2,114,20.59,304.2,109,13.69,10.8,2,2.92,1,false,27236389
3980,NM,56,408,false,false,0,146.1,57,24.84,196.2,97,16.68,310.1,110,13.95,9.2,3,2.48,0,false,7318850
3981,MD,160,415,false,false,0,256,111,43.52,187.4,61,15.93,119.1,81,5.36,11.5,4,3.11,3,false,204203236
3982,VA,43,408,false,true,35,200.2,105,34.03,244.4,88,20.77,207.2,97,9.32,11.6,4,3.13,3,false,29546256
3983,MT,42,415,false,false,0,150.7,52,25.62,246.7,96,20.97,103.8,118,4.67,7,4,1.89,2,false,59713743
3984,CT,135,415,true,false,0,186,107,31.62,66,94,5.61,213.1,105,9.59,12.9,4,3.48,1,false,22070502
3985,AL,106,415,false,false,0,212.9,110,36.19,187,69,15.9,128.1,71,5.76,6.3,3,1.7,3,false,51238699
3986,WV,106,510,false,false,0,194.8,133,33.12,213.4,73,18.14,190.8,92,8.59,11.5,7,3.11,0,false,11291986
3987,MO,83,415,false,true,30,272.5,105,46.33,253,83,21.51,180.8,123,8.14,8.7,6,2.35,3,false,50709849
3988,ND,110,415,false,false,0,135.1,109,22.97,205.2,99,17.44,166.3,119,7.48,11.7,4,3.16,1,false,52087368
3989,AR,153,408,false,false,0,154.6,56,26.28,263,84,22.36,367.7,89,16.55,15.5,2,4.19,1,false,15628571
3990,GA,109,510,false,true,35,230.5,116,39.19,265.8,130,22.59,269.7,69,12.14,10.6,6,2.86,5,false,23814569
3991,FL,31,510,false,false,0,165.4,84,28.12,203.7,107,17.31,201.7,65,9.08,8.2,1,2.21,1,false,35676238
3992,LA,124,510,false,false,0,143.3,120,24.36,230.7,111,19.61,214.3,91,9.64,7.8,2,2.11,4,true,60096450
3993,UT,110,415,false,false,0,271.1,108,46.09,237,122,20.15,239.9,122,10.8,9.8,5,2.65,2,true,8948135
3994,AZ,124,415,false,false,0,253.5,104,43.1,117.9,123,10.02,248.5,104,11.18,14,2,3.78,0,false,24880783
3995,NY,82,415,false,false,0,167.1,77,28.41,131.8,79,11.2,187.4,98,8.43,9.4,1,2.54,6,true,304780075
3996,KY,122,415,false,false,0,168.3,96,28.61,87.6,91,7.45,247.2,87,11.12,8.4,6,2.27,1,false,28854305
3997,AL,137,415,false,false,0,104.7,115,17.8,249.8,144,21.23,192.3,99,8.65,8.9,2,2.4,1,false,58707225
3998,IN,69,510,false,false,0,135.4,101,23.02,238.1,124,20.24,195.6,102,8.8,10.6,2,2.86,1,false,55348460
3999,IN,46,415,false,true,34,191.4,102,32.54,361.8,96,30.75,147.5,132,6.64,7.2,2,1.94,1,false,14990493
4000,FL,103,415,false,false,0,158.7,90,26.98,198.4,117,16.86,181.1,76,8.15,10.5,4,2.84,1,false,59823765
4001,NM,16,510,false,false,0,144.8,84,24.62,164.9,141,14.02,231.5,75,10.42,8.2,4,2.21,2,false,59271692
4002,AL,119,415,false,false,0,98.8,97,16.8,146.9,68,12.49,190.7,105,8.58,10,4,2.7,3,false,303789960
4003,MN,124,510,true,false,0,157.8,71,26.83,203.2,114,17.27,168.7,82,7.59,10,2,2.7,3,true,68498427
4004,NY,122,415,false,true,37,163,107,27.71,312.8,118,26.59,200,85,9,11.6,5,3.13,1,false,24874927
4005,MD,139,415,false,false,0,181.6,119,30.87,335.7,118,28.53,149.8,64,6.74,8.3,6,2.24,4,false,26850297
4006,KS,67,510,false,false,0,129,78,21.93,188,116,15.98,235,102,10.58,11.2,3,3.02,2,false,69954915
4007,WV,84,408,false,false,0,86,83,14.62,260.7,86,22.16,98.6,109,4.44,8.9,4,2.4,1,false,53636924
4008,ID,101,510,false,true,17,193.9,71,32.96,189.8,81,16.13,196.3,97,8.83,12.6,7,3.4,0,false,28566222
4009,LA,40,510,false,false,0,109.4,107,18.6,244.7,102,20.8,276.9,123,12.46,7.1,7,1.92,0,false,5734579
4010,MI,61,415,false,false,0,188.9,105,32.11,153.6,116,13.06,213.3,106,9.6,10.2,2,2.75,2,false,50223122
4011,TN,120,408,true,false,0,179.9,72,30.58,170,98,14.45,190.6,89,8.58,13.8,2,3.73,1,true,57664591
4012,CA,95,415,false,false,0,183.4,98,31.18,281.3,95,23.91,105.2,113,4.73,8.2,8,2.21,1,false,33413659
4013,FL,98,408,false,false,0,288.1,101,48.98,137.9,93,11.72,206.5,88,9.29,0,0,0,0,false,27837764
4014,LA,114,415,false,false,0,169.2,96,28.76,149.9,83,12.74,196.9,119,8.86,4.6,4,1.24,2,false,57250680
4015,IL,68,415,true,true,29,195.5,113,33.24,171.6,96,14.59,204,85,9.18,13.5,9,3.65,1,true,161554
4016,AL,149,415,false,true,20,264.4,102,44.95,219.6,123,18.67,200.4,89,9.02,11.3,3,3.05,2,false,25172644
4017,CT,22,408,false,false,0,207.7,116,35.31,210.6,99,17.9,238.2,88,10.72,9.6,5,2.59,0,false,27200831
4018,PA,176,415,false,false,0,169.5,151,28.82,112.9,84,9.6,56.6,99,2.55,8.7,4,2.35,0,false,52587052
4019,TX,152,415,false,false,0,141.5,102,24.06,263,94,22.36,207.1,113,9.32,3.4,4,0.92,2,false,2734218
4020,VA,118,408,false,false,0,154.8,71,26.32,244,73,20.74,159.6,81,7.18,12.8,4,3.46,0,false,56191489
4021,MO,101,415,true,false,0,133.5,51,22.7,219.6,96,18.67,210,74,9.45,11.7,4,3.16,1,false,52644044
4022,MT,102,408,false,false,0,273.2,85,46.44,211.1,82,17.94,203.7,129,9.17,13.1,7,3.54,2,true,59160085
4023,ND,118,408,false,false,0,224.6,94,38.18,225.9,120,19.2,269,105,12.11,12.5,8,3.38,2,false,33689787
4024,FL,105,415,false,false,0,273.8,97,46.55,289.7,106,24.62,269.1,126,12.11,5.8,3,1.57,2,true,51753739
4025,WI,153,510,false,false,0,159.5,103,27.12,275.5,90,23.42,176.7,126,7.95,10.1,2,2.73,1,true,22802490
4026,KY,71,415,false,false,0,104,92,17.68,197,125,16.75,110.1,123,4.95,14.6,8,3.94,0,false,56140478
4027,MD,71,415,false,true,31,115.4,90,19.62,217.4,78,18.48,239.9,102,10.8,13.1,4,3.54,1,false,67807867
4028,IN,68,415,false,false,0,222.1,107,37.76,199.4,102,16.95,162.4,107,7.31,9.4,3,2.54,2,false,12042453
4029,MA,66,415,false,false,0,116.4,98,19.79,95.6,74,8.13,181.5,94,8.17,10.5,3,2.84,3,false,4649711
4030,ND,101,415,false,false,0,217.7,118,37.01,231.7,128,19.69,185.3,128,8.34,0,0,0,3,false,12078457
4031,VT,116,415,false,false,0,129.4,84,22,157.3,89,13.37,215.5,77,9.7,13.3,3,3.59,0,false,27896190
4032,CT,54,415,false,true,33,161.8,73,27.51,273,58,23.21,153.9,76,6.93,13.7,4,3.7,0,false,31697261
4033,VA,112,408,false,true,29,198.8,122,33.8,238.6,114,20.28,289.5,69,13.03,11.5,5,3.11,1,false,317627883
